,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4103,5208-FVQKB,1,0,1,0,0.971830985915493,1,0,1,1.0,1.0,0.0,1.0,0.0,1.0,2,0,1,0.49452736318407964,0.5360431571659358,0
4104,7184-LRUUR,0,0,0,0,0.29577464788732394,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0.46766169154228854,0.16420493884144935,0
4105,6627-CFOSN,0,0,0,0,0.8169014084507042,1,1,1,1.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0.8079601990049752,0.6467689822294023,0
4108,7247-XOZPB,1,0,1,0,0.7323943661971831,1,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1,0,0,0.5885572139303483,0.47740018462958683,0
4110,6211-WWLTF,1,0,1,0,0.8732394366197183,1,0,1,1.0,0.0,1.0,0.0,1.0,1.0,2,0,0,0.8104477611940298,0.7283175628894529,0
4111,4826-TZEVA,0,0,0,0,0.5492957746478874,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.5626865671641791,0.34074544195707357,0
4113,9138-EFSMO,1,0,1,1,0.352112676056338,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0,0.6039800995024875,0.2325698130625433,0
4114,0576-WNXXC,1,1,1,0,0.36619718309859156,1,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0,1,0,0.7691542288557214,0.28749134548811445,1
4115,4632-XJMEX,1,0,0,1,0.7323943661971831,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0.4437810945273632,0.392418647588276,0
4116,8910-LEDAG,1,1,1,0,0.4647887323943662,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5303482587064676,0.27793099469189936,0
4117,3452-GWUIN,0,1,1,0,0.2535211267605634,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7631840796019901,0.20095199630740826,0
4118,2716-GFZOR,1,0,1,0,0.5915492957746479,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.6751243781094527,0.40766789753057925,0
4121,4628-CTTLA,1,0,0,0,0.7887323943661971,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0.20945273631840794,0.2414781906300484,1
4122,3192-LNKRK,1,0,1,1,0.4647887323943662,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1,0.6547263681592039,0.3336198938379875,0
4123,4439-YRNVD,0,0,0,0,0.1267605633802817,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0.1791044776119403,0.04098776828986845,0
4125,6834-NXDCA,0,0,0,0,0.16901408450704225,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.056218905472636804,0.03254096468959151,1
4126,2208-UGTGR,1,0,0,0,0.7746478873239436,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0.799502487562189,0.641847449803831,0
4127,3005-TYFRD,0,0,1,0,0.7605633802816901,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.8497512437810946,0.6528790676205861,0
4128,8670-MEFCP,0,0,1,1,0.49295774647887325,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.7427860696517413,0.3877740595430417,0
4131,5597-GLBUC,0,0,0,0,0.0,1,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.6686567164179105,0.007690976228940688,1
4132,7278-CKDNC,1,1,0,0,0.323943661971831,1,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.6194029850746269,0.238824140318486,0
4133,2748-MYRVK,0,0,0,0,0.8732394366197183,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,1,0,0,0.8124378109452737,0.7060004615739672,1
4134,8450-UYIBU,0,1,0,0,0.4788732394366197,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.21492537313432838,0.16337410570043848,0
4135,2969-VAPYH,0,0,0,0,0.9295774647887324,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0.42039800995024873,0.44440341564735747,0
4136,4822-YCXMX,1,0,0,0,0.3380281690140845,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6621890547263681,0.23363143318716825,1
4137,7181-OQCUT,1,0,0,0,0.28169014084507044,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0,0,1,0.8517412935323383,0.25342718670666975,0
4138,8474-UMLNT,0,0,0,0,0.16901408450704225,1,0,1,1.0,1.0,0.0,1.0,0.0,1.0,0,0,0,0.49303482587064673,0.09502077082852528,0
4139,9821-POOTN,1,0,1,0,0.4788732394366197,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5666666666666667,0.29510731594738054,1
4142,6559-ILWKJ,1,0,1,0,0.9859154929577465,0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,2,0,0,0.309452736318408,0.4034675744288022,1
4143,0187-QSXOE,1,1,1,0,0.08450704225352113,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7039800995024875,0.06769559196861298,0
4144,7733-UDMTP,0,1,0,0,0.7887323943661971,0,0,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.3656716417910448,0.35486383567966767,0
4145,2649-HWLYB,1,0,1,0,0.9014084507042254,1,1,1,1.0,0.0,1.0,1.0,0.0,1.0,2,0,0,0.5761194029850747,0.5666685898915301,0
4147,4229-CZMLL,1,0,0,0,0.07042253521126761,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5636815920398011,0.052042464804985,1
4148,6904-JLBGY,0,1,0,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9860696517412935,0.9713189476113548,0
4150,1685-VAYJF,1,0,0,0,0.14084507042253522,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2681592039800995,0.05460420032310177,0
4152,6917-YACBP,0,1,0,0,0.8169014084507042,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.7114427860696517,0.6321370874682667,0
4153,5049-MUBWG,1,0,0,0,0.352112676056338,1,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1,0,0,0.5646766169154229,0.21804177244403414,0
4154,4223-WOZCM,1,1,0,0,0.014084507042253521,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.3154228855721393,0.010189245326563581,0
4155,0769-MURVM,0,0,1,1,1.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.4721393034825871,0.5257962150934687,0
4156,9253-VIFJQ,1,0,1,0,0.9014084507042254,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0.4855721393034826,0.4951246249711516,0
4157,7030-FZTFM,1,0,1,1,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.9218905472636817,0.9120643895684283,0
4158,9741-YLNTD,1,0,0,0,0.07042253521126761,1,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0.6935323383084577,0.05810639279944611,0
4160,5120-ZBLAI,0,0,1,0,0.6901408450704225,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.5716417910447762,0.44511885529656126,0
4161,1194-BHJYC,1,0,1,0,0.8450704225352113,0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,2,1,1,0.4368159203980099,0.43388529886914373,0
4162,3663-MITLP,0,0,0,0,0.19718309859154928,1,0,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.8258706467661692,0.16598776828986847,1
4163,0906-QVPMS,1,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.964179104477612,0.961302792522502,0
4166,7858-GTZSP,0,0,0,0,0.15492957746478872,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6796019900497512,0.12094391876298179,0
4167,3285-UCQVC,0,0,0,0,0.5070422535211268,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0.10298507462686568,0.11017193630279253,1
4170,3470-BTGQO,1,0,0,1,0.28169014084507044,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.272636815920398,0.11149896145857374,0
4171,1209-VFFOC,1,0,1,1,0.9436619718309859,0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,2,1,1,0.3796019900497512,0.45345603507962146,0
4172,8224-DWCKX,1,1,0,0,0.15492957746478872,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5477611940298507,0.09338218324486498,0
4173,5482-PLVPE,0,1,0,0,0.014084507042253521,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06069651741293534,0.002659819986152781,1
4174,4553-DVPZG,0,0,1,0,0.8591549295774648,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.826865671641791,0.7091968612970228,0
4175,4902-OHLSK,0,1,0,0,0.39436619718309857,1,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0,0,0,0.8,0.3281733210246942,1
4176,6917-IAYHD,1,0,0,1,0.0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0.1527363184079602,0.001707823678744519,0
4177,0495-ZBNGW,1,1,1,0,0.056338028169014086,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.6134328358208956,0.03752019386106623,1
4179,7572-KPVKK,1,0,0,1,0.8591549295774648,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,2,1,0,0.853731343283582,0.7583314101084698,0
4181,2357-COQEK,0,1,0,0,0.38028169014084506,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0.8462686567164179,0.3313927994461112,1
4182,7103-ZGVNT,0,0,1,1,0.9577464788732394,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0.5517412935323384,0.5616258942995616,0
4183,3737-GCSPV,0,0,1,0,0.14084507042253522,1,1,1,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0.7756218905472637,0.13884721901684746,1
4184,2027-WKXMW,0,0,1,0,0.8732394366197183,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,0,0.900497512437811,0.7907800600046156,0
4188,1768-HNVGJ,0,1,0,0,0.6197183098591549,1,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0,1,0,0.5154228855721392,0.35121740133856444,0
4190,5934-RMPOV,0,0,0,1,0.29577464788732394,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6616915422885572,0.20747172859450727,0
4192,4088-YLDSU,1,0,1,0,0.7605633802816901,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0.854726368159204,0.6605411954765751,1
4193,8316-BBQAY,0,0,0,0,0.9014084507042254,0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,2,0,0,0.41492537313432837,0.4503000230786983,0
4197,4395-PZMSN,1,1,0,0,0.056338028169014086,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.6696517412935323,0.04496884375721209,0
4198,6427-FEFIG,0,0,1,1,0.323943661971831,1,1,1,1.0,0.0,1.0,0.0,1.0,1.0,2,0,0,0.6004975124378109,0.21092199399953845,0
4199,0017-IUDMW,0,0,1,1,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9805970149253731,0.9736845141933996,0
4200,8706-HRADD,1,0,0,0,0.28169014084507044,0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,1,1,0.25174129353233826,0.11455111931687054,0
4201,9955-QOPOY,1,0,1,0,0.9577464788732394,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0,0.4233830845771144,0.48979921532425563,0
4202,4385-ZKVNW,1,0,1,1,0.6056338028169014,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0.36467661691542286,0.29198015231940916,0
4203,5446-DKWYW,0,1,1,1,0.8450704225352113,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0,0.46716417910447766,0.45537156704361875,0
4204,2034-CGRHZ,1,1,0,0,0.323943661971831,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.8427860696517413,0.28593353334871907,1
4205,5797-APWZC,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0.7199004975124378,0.008285252711747057,1
4206,3683-QKIUE,0,0,0,0,0.07042253521126761,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.32388059701492533,0.031069697669051464,1
4207,4228-ZGYUW,1,0,0,0,0.04225352112676056,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.7144278606965174,0.040306946688206786,1
4208,9031-ZVQPT,1,0,1,0,1.0,1,1,1,0.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.8950248756218906,0.9025848142164782,0
4209,2990-IAJSV,1,0,0,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.7338308457711443,0.7632067851373182,0
4210,8107-KNCIM,1,1,1,0,0.18309859154929578,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5656716417910447,0.1147645972767136,0
4212,5176-LDKUH,0,0,0,0,0.6619718309859155,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.5661691542288558,0.43316985921994,0
4215,6480-YAGIY,1,0,0,0,0.6197183098591549,1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0.9348258706467661,0.5784733441033926,0
4216,4029-HPFVY,1,0,0,0,0.028169014084507043,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.517910447761194,0.023263327948303714,0
4219,3519-ZKXGG,0,0,1,0,0.028169014084507043,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5731343283582089,0.027440572351719365,1
4220,5457-COLHT,1,0,1,1,0.9577464788732394,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,2,0,0,0.6208955223880598,0.6374048003692592,0
4221,6416-TVAIH,1,0,1,1,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5,0.005735056542810986,1
4222,5451-YHYPW,0,1,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9701492537313433,0.9721786291253175,0
4223,5108-ADXWO,1,0,0,0,0.14084507042253522,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5497512437810945,0.08919339949226864,1
4224,7998-WNZEM,1,0,0,0,0.9859154929577465,1,1,1,1.0,1.0,1.0,1.0,0.0,1.0,2,0,0,0.6203980099502487,0.6565197322870989,0
4225,3066-RRJIO,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5144278606965175,0.005902377105931226,1
4226,4664-NJCMS,0,0,1,0,0.4507042253521127,0,0,1,1.0,0.0,1.0,1.0,1.0,1.0,2,0,0,0.41094527363184075,0.2304984998846065,0
4228,7629-WFGLW,0,1,1,0,0.7746478873239436,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0.7701492537313434,0.6292349411493191,0
4230,6715-OFDBP,1,0,0,0,0.056338028169014086,1,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.5154228855721392,0.037802907915993535,1
4232,6481-LXPWL,1,0,1,1,0.7746478873239436,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,1,1,0,0.17761194029850746,0.22532887145165012,0
4233,1567-DSCIC,1,0,0,0,0.09859154929577464,1,1,1,0.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0.753731343283582,0.08710477729056082,1
4234,2150-UWTFY,0,0,1,1,0.29577464788732394,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.426865671641791,0.16192591737825987,1
4236,9362-MWODR,0,0,0,1,0.5492957746478874,1,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0,0.45621890547263677,0.2817389799215324,0
4239,5153-LXKDT,1,0,1,1,0.9436619718309859,1,1,1,1.0,1.0,1.0,0.0,1.0,1.0,2,1,0,0.9149253731343284,0.8595315024232633,0
4240,5161-UBZXI,1,0,1,1,0.9577464788732394,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,2,1,0,0.8766169154228856,0.8357892914839603,0
4241,1020-JPQOW,0,0,1,0,0.7746478873239436,1,1,1,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0.7194029850746269,0.5882529425340411,0
4242,7919-ZODZZ,0,0,1,1,0.1267605633802817,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0.4741293532338309,0.07399607662127856,0
4243,0565-JUPYD,1,0,0,0,0.8732394366197183,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0.8582089552238806,0.758366028156012,0
4244,6867-ACCZI,0,0,1,1,0.323943661971831,0,0,1,1.0,1.0,1.0,1.0,0.0,1.0,2,1,1,0.3407960199004975,0.1372432494807293,0
4245,5939-XAIXZ,0,0,0,0,0.2535211267605634,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.3766169154228856,0.11713593353334874,0
4246,9054-FOWNV,1,0,1,1,0.29577464788732394,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0,0.7014925373134329,0.21536464343411033,0
4247,2683-BPJSO,1,0,1,0,0.39436619718309857,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.6587064676616916,0.28251788599123007,1
4248,2157-MXBJS,1,0,1,0,0.16901408450704225,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,1,1,0.5676616915422885,0.11200669282252482,1
4250,9732-EQMWY,0,0,1,0,0.676056338028169,1,0,1,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0.8074626865671642,0.5776828986845142,0
4251,9360-AHGNL,0,1,1,0,0.5915492957746479,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,0.9084577114427861,0.5552100161550888,1
4253,5269-NRGDP,1,0,1,1,0.5774647887323944,1,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0.546268656716418,0.3541945534271867,0
4254,6195-MELTI,1,0,0,0,0.7887323943661971,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0.36218905472636814,0.3595545811216247,0
4255,5485-WUYWF,1,1,0,0,0.014084507042253521,1,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.47910447761194036,0.008741057004384952,1
4256,2121-JAFOM,0,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.9681592039800995,0.9570274636510501,0
4257,8818-DOPVL,0,1,0,0,0.6338028169014085,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,0,1,0,0.8577114427860697,0.5590872374798062,0
4258,2632-UCGVD,1,1,1,0,0.9154929577464789,1,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,0,0.8139303482587065,0.7908031387029771,1
4259,5445-PZWGX,1,0,0,0,0.8591549295774648,1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,1,0,0,0.8333333333333334,0.7512635587352873,1
4260,1227-UDMZR,0,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.7253731343283583,0.7638010616201245,0
4261,5198-HQAEN,1,0,1,1,0.4788732394366197,1,0,1,0.0,1.0,0.0,1.0,1.0,0.0,1,1,0,0.7109452736318408,0.36312024001846294,0
4262,9170-CCKOU,1,0,1,0,0.22535211267605634,1,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0.7159203980099503,0.16563004846526658,1
4263,2167-FQSTQ,0,0,1,0,1.0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.7378109452736319,0.7809023771059312,0
4266,3814-MLAXC,0,0,0,0,0.4225352112676056,1,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0.6129353233830845,0.2752538656819755,1
4269,1226-UDFZR,0,0,0,0,0.014084507042253521,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0.3119402985074627,0.011066235864297254,1
4271,6821-JPCDC,0,0,1,0,0.6619718309859155,1,0,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,0,0.7840796019900497,0.5393664897299791,0
4274,8582-KRHPJ,1,0,0,0,0.6901408450704225,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0.16666666666666666,0.2035079621509347,0
4275,5811-IWXYM,0,0,1,1,0.7183098591549296,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,1,0,0,0.8258706467661692,0.609543041772444,0
4276,7044-YAACC,1,1,1,0,0.04225352112676056,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5169154228855721,0.03018116778213709,0
4277,8189-XRIKE,0,1,0,0,0.43661971830985913,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0.7233830845771144,0.33223517193630275,0
4278,1506-YJTYT,1,0,1,1,0.6197183098591549,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,2,0,0,0.553233830845771,0.3868220632356335,0
4279,4123-DVHPH,1,0,1,0,0.11267605633802817,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0.6945273631840796,0.09029540733902608,0
4280,6425-YQLLO,0,1,1,0,0.9154929577464789,1,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0.872636815920398,0.802729056081237,1
4281,5442-UTCVD,1,0,0,1,0.028169014084507043,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.7323383084577114,0.02749249942303254,1
4283,7734-DBOAI,0,0,1,1,0.0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0.2174129353233831,0.0024578813754904225,1
4284,2789-CZANW,0,0,1,1,0.8873239436619719,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,2,0,0,0.9159203980099502,0.8052734825755827,0
4285,2091-RFFBA,0,1,0,0,0.4225352112676056,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5537313432835822,0.25367528271405493,1
4286,2114-MGINA,0,0,0,0,0.18309859154929578,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0.7119402985074627,0.128121393953381,1
4287,7596-LDUXP,0,0,0,0,0.15492957746478872,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1,1,0,0.6656716417910449,0.11080660050773136,0
4288,3740-RLMVT,1,1,1,0,0.9295774647887324,1,0,1,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0.4248756218905473,0.47318255250403873,0
4289,4489-SNOJF,0,0,1,1,0.4788732394366197,1,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0.5373134328358209,0.29422455573505657,1
4290,2192-OZITF,0,0,0,0,0.6197183098591549,1,1,1,1.0,0.0,0.0,1.0,0.0,1.0,2,0,1,0.5502487562189055,0.3842949457650588,0
4291,5651-CPDND,1,0,0,0,0.1267605633802817,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.27611940298507465,0.05461573967228248,0
4292,2186-QZEYA,0,1,0,0,0.39436619718309857,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0.4009950248756219,0.19618624509577662,0
4295,9134-WYRVP,1,0,0,0,0.704225352112676,1,0,1,1.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0.6776119402985074,0.4902319409185321,0
4299,2931-SVLTV,1,0,1,1,0.5492957746478874,1,1,1,1.0,1.0,0.0,1.0,1.0,1.0,0,1,0,0.9139303482587064,0.5135356565889684,0
4300,6899-PPEEA,0,1,0,0,0.5070422535211268,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7791044776119402,0.4109739210708516,1
4301,7504-UWHNB,1,0,0,0,0.3380281690140845,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.5124378109452736,0.19738633741057005,0
4302,2582-FFFZR,0,0,0,0,0.29577464788732394,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,0,0.3218905472636816,0.12168243711054696,0
4303,8908-NMQTX,1,0,0,0,1.0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,2,1,0,0.4711442786069651,0.5247749826909762,0
4304,2187-LZGPL,0,0,0,0,0.08450704225352113,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0.2174129353233831,0.03167551350103854,1
4305,1431-AIDJQ,1,0,1,1,0.4507042253521127,1,0,1,0.0,1.0,1.0,1.0,1.0,1.0,2,0,0,0.635323383084577,0.2982114008769905,0
4306,6288-LBEAR,0,0,0,0,0.30985915492957744,1,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,0.6054726368159203,0.20366374336487422,0
4307,4597-NUCQV,1,1,0,0,0.323943661971831,1,1,1,0.0,1.0,0.0,0.0,1.0,1.0,0,1,0,0.8258706467661692,0.27940803138702974,1
4308,9019-QVLZD,0,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0.6099502487562188,0.0070101546272790215,1
4309,8413-YNHNV,1,0,0,0,0.9577464788732394,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2,0,1,0.7203980099502488,0.7273597969074544,0
4311,4369-NYSCF,1,0,0,0,0.7746478873239436,1,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,1,0,0.572139303482587,0.4922513270251557,0
4312,6333-YDVLT,1,0,0,0,0.9014084507042254,1,1,1,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0.9129353233830846,0.821584352642511,0
4314,5599-HVLTW,0,1,0,0,0.18309859154929578,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0.617910447761194,0.11992845603507962,0
4315,7394-LWLYN,0,0,0,0,0.014084507042253521,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.5164179104477612,0.012116316639741519,0
4316,3707-LRWZD,0,0,0,0,0.43661971830985913,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0.6547263681592039,0.31883798753750286,1
4317,6873-UDNLD,1,0,0,0,0.5492957746478874,1,0,1,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0.48955223880597015,0.31297022847911377,0
4319,1455-ESIQH,1,0,0,0,0.0,1,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0.7049751243781094,0.008112162474036464,1
4320,0958-YHXGP,0,0,0,0,0.08450704225352113,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.5139303482587065,0.055215785829679204,0
4321,1101-SSWAG,0,0,1,0,0.19718309859154928,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.32686567164179103,0.07989268405261943,0
4322,2979-SXESE,0,0,1,1,0.22535211267605634,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0.7577114427860697,0.18329102238633743,1
4323,4013-TLDHQ,1,0,0,0,0.2535211267605634,1,0,1,0.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0.5970149253731343,0.16987652896376645,1
4325,4194-FJARJ,0,0,1,1,0.7464788732394366,1,1,1,1.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0.4154228855721393,0.3756231248557581,0
